User_ID,Age,Gender,Sleep_Duration,Stress_Level,Diet_Type,Daily_Screen_Time,Exercise_Frequency,Caffeine_Intake,Reaction_Time,Memory_Test_Score,Cognitive_Score,AI_Predicted_Score
U1472,50,Female,6.6,4,Non-Vegetarian,3.8,Low,24,222.99,73,93.36,92.77
U1473,35,Male,6.9,10,Non-Vegetarian,2.0,Medium,483,229.37,53,74.41,70.55
U1474,27,Male,6.5,8,Vegetarian,3.8,Low,302,482.32,80,39.87,43.92
U1475,24,Female,6.1,6,Vegetarian,4.5,Low,251,498.96,76,38.27,34.73
U1476,57,Male,4.4,3,Vegetarian,6.4,High,266,358.47,42,59.13,54.41
U1477,49,Female,8.8,1,Non-Vegetarian,3.5,Medium,84,254.56,48,95.24,98.04
U1478,23,Female,6.7,5,Vegetarian,4.0,High,46,566.41,76,50.08,48.74
U1479,36,Other,4.9,3,Vegetarian,4.1,Medium,67,275.03,96,100.0,100.0
U1480,58,Female,9.5,4,Vegetarian,11.4,High,196,516.83,61,44.34,40.62
U1481,51,Male,7.5,9,Non-Vegetarian,6.4,Low,218,317.3,66,58.16,59.26
U1482,22,Female,5.8,7,Non-Vegetarian,6.5,Low,24,308.14,76,69.01,65.81
U1483,36,Female,8.9,8,Non-Vegetarian,7.5,High,76,296.86,69,84.05,88.41
U1484,31,Female,7.6,1,Non-Vegetarian,9.7,Medium,468,595.52,95,42.54,43.91
U1485,27,Male,8.3,6,Vegetarian,11.1,Low,98,455.63,88,49.05,51.2
U1486,28,Male,7.4,10,Non-Vegetarian,5.7,Medium,87,253.78,49,71.71,69.02
U1487,48,Female,8.2,8,Non-Vegetarian,8.9,Low,493,410.55,43,25.26,24.99
U1488,19,Female,5.3,8,Vegetarian,10.4,High,90,572.02,83,33.36,37.29
U1489,27,Male,5.4,10,Vegetarian,3.8,High,219,327.13,55,63.7,68.58
U1490,38,Male,8.9,9,Non-Vegetarian,2.7,Low,304,503.98,59,30.17,26.13
U1491,18,Female,10.0,2,Vegetarian,5.4,Medium,10,271.8,85,100.0,96.97
U1492,48,Female,6.1,10,Non-Vegetarian,6.1,Low,393,463.4,82,33.96,33.54
U1493,28,Female,5.6,8,Vegetarian,8.8,Medium,376,398.37,76,51.09,52.62
U1494,27,Female,4.4,6,Vegetarian,11.0,High,297,326.64,64,61.92,63.58
U1495,37,Female,6.8,6,Vegetarian,6.5,Medium,44,409.59,93,74.2,71.48
U1496,38,Female,9.4,10,Vegetarian,8.5,Low,204,529.87,81,29.16,27.95
U1497,54,Male,5.6,1,Vegetarian,2.4,Low,414,523.27,60,35.11,37.09
U1498,54,Female,7.2,10,Non-Vegetarian,4.4,Medium,331,282.16,74,76.15,73.62
U1499,31,Female,7.0,2,Non-Vegetarian,10.8,High,226,307.4,88,92.05,95.89
U1500,22,Male,7.7,1,Vegetarian,3.6,Low,448,285.03,88,90.54,88.1
U1501,23,Male,6.9,9,Non-Vegetarian,6.6,High,415,471.27,43,30.55,31.88
U1502,41,Male,4.8,2,Non-Vegetarian,3.6,Low,477,525.63,53,24.56,19.84
U1503,33,Female,4.8,8,Vegetarian,8.5,Medium,222,461.28,61,35.03,33.0
U1504,40,Male,5.4,6,Non-Vegetarian,6.1,Medium,224,371.72,51,53.72,51.81
U1505,55,Female,5.4,8,Non-Vegetarian,4.7,Medium,46,301.99,83,83.0,87.73
U1506,33,Female,7.4,8,Vegetarian,10.4,Low,357,284.06,62,54.72,54.74
U1507,30,Female,7.8,5,Vegetarian,9.2,Medium,195,379.24,74,66.69,70.29
U1508,25,Male,4.6,5,Non-Vegetarian,4.9,Medium,310,273.69,67,78.54,75.82
U1509,55,Male,6.6,4,Non-Vegetarian,3.4,Low,136,428.94,87,64.39,68.4
U1510,49,Female,7.3,10,Non-Vegetarian,11.4,Medium,379,351.98,73,52.76,55.53
U1511,39,Female,9.3,2,Non-Vegetarian,11.7,Medium,111,457.26,44,45.62,50.37
U1512,34,Female,6.2,3,Non-Vegetarian,7.2,Medium,227,565.46,49,26.32,27.79
U1513,22,Female,8.1,5,Non-Vegetarian,6.1,Medium,369,338.35,93,84.78,84.27
U1514,25,Female,8.7,9,Non-Vegetarian,5.6,Low,74,575.44,61,19.11,19.87
U1515,47,Female,4.4,3,Vegetarian,11.3,Low,0,563.81,73,23.38,26.96
U1516,36,Male,9.5,9,Vegan,5.5,Low,198,515.02,96,45.95,41.67
U1517,29,Female,6.1,7,Non-Vegetarian,7.7,Medium,72,491.68,44,30.26,33.22
U1518,42,Male,4.6,7,Vegetarian,2.9,Medium,477,232.02,84,89.64,87.78
U1519,30,Male,9.2,3,Vegetarian,4.7,High,159,583.34,48,38.95,35.54
U1520,21,Female,9.9,1,Vegetarian,1.5,Medium,180,260.92,73,100.0,95.42
U1521,27,Male,5.6,2,Vegetarian,8.6,Medium,343,340.46,95,83.2,81.47
U1522,45,Male,4.9,7,Vegetarian,6.7,Medium,141,243.55,51,72.84,71.25
U1523,22,Male,8.2,4,Vegan,1.9,Medium,296,527.47,75,54.22,57.92
U1524,45,Female,4.1,9,Vegetarian,5.3,Medium,481,451.82,58,31.33,28.34
U1525,48,Female,8.8,10,Non-Vegetarian,6.4,Medium,371,546.53,94,41.49,45.39
U1526,33,Male,7.6,4,Vegetarian,8.4,Medium,29,271.85,95,100.0,100.0
U1527,40,Female,9.9,4,Vegetarian,7.2,Medium,13,583.91,93,54.92,53.35
U1528,46,Male,8.0,7,Non-Vegetarian,2.2,Medium,195,439.42,97,75.06,78.72
U1529,38,Male,6.1,3,Non-Vegetarian,4.9,High,267,366.44,51,67.94,71.59
U1530,19,Female,6.8,6,Non-Vegetarian,6.0,High,17,506.85,43,39.28,36.28
U1531,40,Male,6.1,2,Non-Vegetarian,8.7,Low,358,357.01,92,69.49,73.85
U1532,33,Female,8.4,7,Non-Vegetarian,6.6,Low,344,484.26,61,30.81,30.36
U1533,28,Other,8.7,9,Vegetarian,2.3,Low,423,529.26,85,36.78,35.31
U1534,26,Female,5.3,10,Vegetarian,4.6,Low,366,480.69,87,34.77,36.19
U1535,19,Female,6.8,10,Vegetarian,9.3,Medium,34,288.28,60,65.92,63.73
U1536,35,Female,5.7,5,Non-Vegetarian,4.0,Medium,140,406.58,51,55.34,55.46
U1537,30,Female,5.8,2,Vegetarian,7.6,Medium,137,427.11,76,65.27,65.65
U1538,25,Male,8.7,8,Vegan,4.2,Medium,437,373.81,66,62.06,63.27
U1539,27,Male,4.4,2,Non-Vegetarian,4.6,Low,114,515.85,40,24.64,25.17
U1540,44,Female,7.4,7,Vegetarian,6.3,Low,44,386.57,52,47.04,48.42
U1541,34,Female,6.5,10,Non-Vegetarian,10.1,Medium,353,374.94,83,54.8,57.49
U1542,41,Male,6.7,3,Non-Vegetarian,6.2,Medium,250,273.72,44,74.48,79.36
U1543,38,Male,7.9,9,Vegetarian,7.3,Low,49,562.2,95,34.67,35.75
U1544,18,Female,7.1,2,Non-Vegetarian,3.0,Medium,363,279.67,43,78.33,75.2
U1545,33,Female,5.8,10,Non-Vegetarian,6.4,Low,112,431.86,75,40.28,37.4
U1546,50,Female,9.4,9,Vegan,2.7,High,194,343.61,40,65.6,62.08
U1547,23,Female,7.1,6,Vegan,8.7,Low,238,508.55,60,24.63,25.81
U1548,29,Male,8.4,1,Non-Vegetarian,1.5,Medium,287,565.33,87,61.09,58.26
U1549,49,Male,9.6,5,Non-Vegetarian,10.1,Low,159,579.73,46,12.25,15.15
U1550,28,Male,10.0,10,Non-Vegetarian,11.1,High,401,515.0,97,48.0,52.9
U1551,35,Male,6.4,1,Non-Vegetarian,8.3,Low,211,541.86,76,36.82,39.56
U1552,19,Female,4.9,7,Vegetarian,6.2,Medium,143,551.9,40,16.66,12.87
U1553,49,Female,9.2,8,Non-Vegetarian,4.1,Low,341,240.84,49,68.79,66.8
U1554,37,Female,6.6,4,Vegan,11.4,Low,189,371.25,76,55.44,58.73
U1555,38,Male,4.8,8,Non-Vegetarian,6.2,Medium,424,205.47,56,74.57,74.06
U1556,53,Male,7.9,3,Non-Vegetarian,5.9,Medium,41,472.96,87,69.8,73.74
U1557,55,Female,7.6,5,Vegetarian,5.4,High,345,407.74,67,65.74,62.5
U1558,44,Female,4.8,5,Vegan,2.3,Medium,328,519.44,50,33.02,34.62
U1559,28,Female,4.7,9,Non-Vegetarian,1.5,Medium,130,408.38,73,59.99,62.19
U1560,35,Male,9.7,7,Vegetarian,2.1,Low,402,510.77,93,50.58,45.84
U1561,34,Male,8.0,2,Non-Vegetarian,4.9,Medium,4,274.72,46,86.78,87.56
U1562,51,Female,9.5,4,Non-Vegetarian,5.5,Low,0,480.63,56,45.64,42.39
U1563,43,Male,5.8,6,Non-Vegetarian,11.9,Low,46,212.53,62,71.41,70.49
U1564,23,Male,7.6,3,Vegan,4.7,Medium,357,584.11,74,39.66,40.22
U1565,47,Male,5.8,7,Non-Vegetarian,11.5,Medium,215,355.06,90,66.87,64.0
U1566,56,Male,9.7,8,Vegetarian,5.7,Low,451,277.37,75,72.1,68.14
U1567,49,Male,5.6,9,Non-Vegetarian,7.6,Low,270,419.47,72,37.49,33.59
U1568,34,Female,6.9,1,Non-Vegetarian,9.4,Medium,107,537.19,89,55.53,53.06
U1569,30,Female,8.3,1,Non-Vegetarian,6.4,Low,427,553.2,95,46.76,50.53
U1570,58,Female,4.9,7,Non-Vegetarian,2.0,Low,350,541.27,69,25.09,26.66
U1571,30,Male,7.7,2,Non-Vegetarian,9.1,Medium,130,597.39,48,24.58,20.64
U1572,23,Female,6.5,8,Non-Vegetarian,2.3,Low,243,599.58,82,24.76,24.13
U1573,39,Male,8.8,5,Non-Vegetarian,9.7,High,314,576.85,92,46.63,46.17
U1574,50,Female,7.6,8,Non-Vegetarian,7.5,High,215,544.3,40,22.93,17.99
U1575,50,Male,4.6,8,Non-Vegetarian,5.1,Low,368,473.85,81,34.71,33.31
U1576,21,Male,5.0,4,Non-Vegetarian,4.6,Low,229,522.05,48,22.51,26.04
U1577,31,Female,5.5,7,Vegan,10.8,High,179,318.32,81,74.67,76.52
U1578,52,Female,6.1,7,Non-Vegetarian,11.0,Medium,147,537.55,71,29.67,34.43
U1579,44,Female,6.6,4,Vegetarian,6.9,Medium,220,577.86,43,20.64,19.47
U1580,23,Female,8.0,2,Vegetarian,8.4,Medium,40,389.8,40,58.63,59.74
U1581,18,Female,6.2,10,Vegetarian,6.8,Medium,49,413.52,51,42.8,41.05
U1582,45,Female,6.8,4,Vegan,1.2,Medium,267,454.67,78,66.68,64.23
U1583,46,Female,9.4,4,Vegetarian,7.9,Medium,21,443.59,49,54.1,56.64
U1584,49,Female,5.2,7,Non-Vegetarian,11.9,Low,54,479.49,51,18.05,16.57
U1585,45,Female,6.9,4,Non-Vegetarian,1.8,Low,50,339.87,60,70.45,67.39
U1586,44,Male,6.0,9,Non-Vegetarian,4.0,Low,59,490.78,62,31.02,31.55
U1587,27,Male,8.8,6,Non-Vegetarian,10.6,Medium,367,453.54,80,51.77,55.18
U1588,35,Male,4.2,7,Vegetarian,7.5,High,33,401.45,79,65.08,67.08
U1589,21,Female,5.0,6,Non-Vegetarian,4.3,Medium,96,204.5,63,92.05,95.51
U1590,55,Male,5.8,5,Vegetarian,5.7,Low,51,513.49,54,28.45,29.95
U1591,58,Female,9.2,6,Non-Vegetarian,6.7,Low,277,578.5,64,21.39,22.88
U1592,59,Female,8.2,8,Non-Vegetarian,7.8,High,135,426.95,74,61.84,60.48
U1593,49,Female,6.5,7,Vegetarian,1.5,Medium,276,478.95,51,41.9,38.51
U1594,22,Female,9.5,6,Non-Vegetarian,4.9,Low,153,560.34,72,34.2,36.87
U1595,39,Female,6.8,8,Vegetarian,6.1,High,150,252.22,77,91.91,95.47
U1596,39,Male,4.8,8,Vegetarian,9.1,Medium,96,554.58,98,39.6,44.52
U1597,19,Male,8.2,4,Vegan,10.3,Low,338,514.0,87,39.02,42.96
U1598,58,Female,9.5,10,Non-Vegetarian,3.9,Low,191,339.9,57,56.18,59.43
U1599,51,Male,4.6,2,Non-Vegetarian,8.1,Low,68,446.73,60,42.24,44.94
U1600,19,Female,5.9,9,Non-Vegetarian,7.5,Medium,487,481.96,72,33.48,31.29
U1601,53,Female,8.2,8,Vegan,11.0,High,370,516.64,44,22.39,17.4
U1602,57,Female,5.2,4,Non-Vegetarian,1.4,Medium,98,484.55,66,55.58,51.02
U1603,25,Male,6.0,5,Non-Vegetarian,1.2,Medium,469,303.16,43,66.79,64.51
U1604,50,Female,8.0,10,Vegan,8.8,Low,184,376.87,71,46.81,47.3
U1605,50,Male,4.2,2,Non-Vegetarian,6.2,Low,317,266.17,74,76.4,73.91
U1606,21,Female,9.0,3,Non-Vegetarian,2.3,Low,285,202.28,81,100.0,95.46
U1607,35,Male,4.0,1,Non-Vegetarian,8.4,Medium,434,311.04,56,65.88,62.03
U1608,36,Male,6.0,7,Vegetarian,3.5,Medium,473,488.0,97,55.46,52.1
U1609,27,Female,5.5,5,Vegan,10.6,Medium,48,581.8,74,29.17,30.52
U1610,59,Female,8.7,1,Non-Vegetarian,3.4,High,340,400.7,65,79.22,82.36
U1611,58,Female,4.2,7,Non-Vegetarian,3.7,Medium,40,259.55,85,92.29,90.38
U1612,47,Male,9.2,8,Vegetarian,10.8,Medium,146,525.5,42,21.7,20.5
U1613,39,Female,6.7,6,Non-Vegetarian,5.6,Low,195,285.62,93,83.0,86.39
U1614,56,Female,8.3,1,Non-Vegetarian,8.0,Low,285,232.06,86,96.22,91.47
U1615,55,Female,5.4,9,Non-Vegetarian,2.7,Low,361,445.06,71,37.85,42.48
U1616,18,Male,8.3,7,Non-Vegetarian,1.1,Medium,139,304.26,57,80.96,82.79
U1617,47,Male,4.9,5,Non-Vegetarian,3.4,Low,217,504.78,53,27.73,28.72
U1618,22,Female,8.0,10,Non-Vegetarian,1.4,High,230,218.51,60,92.88,92.85
U1619,43,Male,8.1,7,Vegetarian,7.7,Medium,494,329.29,44,52.89,49.16
U1620,48,Male,9.7,10,Vegan,3.1,Low,0,426.31,99,68.2,63.32
U1621,56,Other,8.2,8,Vegetarian,4.5,Low,127,538.55,55,23.85,21.47
U1622,58,Male,9.1,9,Non-Vegetarian,8.8,High,121,477.13,92,61.06,56.85
U1623,29,Male,4.4,4,Non-Vegetarian,5.3,High,141,314.47,53,74.12,73.09
U1624,34,Other,7.6,4,Vegan,5.4,High,46,254.2,65,98.31,95.59
U1625,35,Male,6.2,5,Vegetarian,5.3,Medium,474,576.02,48,17.97,22.96
U1626,19,Male,5.8,7,Non-Vegetarian,1.6,Low,439,474.45,60,32.34,32.88
U1627,41,Male,5.0,3,Vegetarian,7.7,Low,197,223.52,92,92.26,88.44
U1628,45,Male,5.4,6,Non-Vegetarian,11.0,Medium,167,207.23,47,72.92,75.88
U1629,56,Female,7.6,2,Non-Vegetarian,10.4,Low,486,534.19,91,37.35,34.21
U1630,27,Male,8.4,2,Vegetarian,4.1,Low,300,417.95,63,57.49,61.49
U1631,50,Female,7.1,6,Vegetarian,6.1,Medium,21,334.51,81,82.38,79.45
U1632,41,Female,6.3,7,Vegetarian,5.9,High,433,320.23,80,77.72,76.52
U1633,28,Female,9.0,9,Non-Vegetarian,11.4,High,40,437.69,55,46.65,43.9
U1634,25,Female,7.5,3,Non-Vegetarian,7.9,Medium,57,580.13,47,27.82,23.19
U1635,44,Female,8.8,9,Non-Vegetarian,1.2,Low,285,366.08,44,48.09,43.74
U1636,43,Male,6.3,5,Vegetarian,4.5,Low,208,559.82,78,32.39,34.77
U1637,29,Male,7.8,7,Non-Vegetarian,7.6,Medium,376,403.81,96,68.38,66.41
U1638,52,Male,9.8,8,Non-Vegetarian,1.4,Medium,234,301.74,77,90.03,91.62
U1639,32,Female,4.4,10,Non-Vegetarian,7.4,Low,449,411.49,90,40.14,39.77
U1640,38,Male,8.0,9,Vegetarian,4.5,Medium,324,397.59,98,72.5,72.84
U1641,54,Male,8.4,5,Vegan,8.0,Medium,405,311.62,66,72.76,71.79
U1642,47,Female,4.3,6,Non-Vegetarian,1.4,Medium,169,336.61,67,73.52,73.49
U1643,22,Male,8.2,9,Vegetarian,10.6,Medium,175,295.94,88,78.68,75.44
U1644,34,Male,7.4,5,Vegetarian,1.3,Medium,87,349.45,92,93.87,96.33
U1645,43,Male,5.7,8,Non-Vegetarian,5.3,Low,209,569.83,84,25.3,20.98
U1646,51,Male,6.0,9,Vegetarian,1.0,Low,382,538.88,84,32.05,29.52
U1647,50,Female,7.8,10,Non-Vegetarian,5.2,High,406,369.98,90,73.02,74.31
U1648,35,Female,7.1,9,Non-Vegetarian,10.9,Medium,235,567.26,79,25.11,25.03
U1649,42,Male,9.5,8,Non-Vegetarian,9.3,Low,74,529.06,90,39.39,43.88
U1650,58,Male,9.8,3,Vegan,11.4,High,147,209.28,97,100.0,100.0
U1651,47,Female,7.6,3,Non-Vegetarian,9.3,Low,415,220.5,58,74.2,72.43
U1652,54,Male,7.0,6,Non-Vegetarian,2.0,Low,118,586.01,90,38.97,40.88
U1653,37,Female,8.2,8,Non-Vegetarian,10.1,Low,210,388.59,71,46.78,48.78
U1654,19,Female,4.0,9,Non-Vegetarian,4.1,Medium,208,331.74,88,73.4,73.61
U1655,30,Male,8.6,2,Vegetarian,8.7,Medium,71,356.81,43,65.76,65.66
U1656,57,Other,4.1,3,Non-Vegetarian,10.1,Medium,316,502.51,94,48.98,45.55
U1657,59,Female,7.8,7,Non-Vegetarian,10.5,Medium,305,580.1,57,16.57,12.15
U1658,37,Male,5.4,9,Non-Vegetarian,9.6,Low,408,389.48,56,28.33,28.6
U1659,23,Male,9.5,2,Non-Vegetarian,1.3,Medium,265,575.68,41,37.3,36.95
U1660,28,Female,5.9,6,Non-Vegetarian,1.3,Medium,292,247.61,92,100.0,100.0
U1661,42,Female,5.3,3,Non-Vegetarian,2.6,Low,427,536.14,41,18.3,19.99
U1662,59,Male,9.6,1,Non-Vegetarian,1.8,Medium,420,448.18,59,65.9,61.16
U1663,27,Male,5.7,6,Non-Vegetarian,9.1,Medium,291,283.99,72,73.6,76.7
U1664,48,Male,6.8,3,Non-Vegetarian,2.2,Medium,235,316.02,50,76.93,78.34
U1665,21,Female,7.6,10,Non-Vegetarian,9.5,Low,72,447.4,71,35.44,38.61
U1666,42,Male,8.5,8,Vegetarian,4.0,Medium,64,357.74,51,64.6,60.8
U1667,45,Male,8.1,4,Non-Vegetarian,9.4,Low,320,408.31,95,62.15,59.72
U1668,41,Male,4.1,6,Vegetarian,11.6,Medium,409,341.88,49,43.14,39.27
U1669,52,Male,9.9,4,Non-Vegetarian,9.2,Low,113,230.11,41,72.89,68.88
U1670,58,Female,8.6,8,Non-Vegetarian,3.3,Medium,43,392.84,50,59.92,64.72
U1671,22,Female,7.7,6,Vegetarian,5.9,Low,347,581.97,67,19.11,23.59
U1672,50,Male,7.1,8,Non-Vegetarian,10.6,Low,43,519.84,65,22.3,24.13
U1673,28,Male,10.0,5,Non-Vegetarian,1.5,Medium,319,534.9,61,47.72,47.06
U1674,25,Other,6.2,7,Vegetarian,8.8,High,71,551.92,57,30.29,28.93
U1675,38,Male,8.3,1,Non-Vegetarian,4.2,Low,396,295.44,70,81.14,78.1
U1676,49,Female,9.4,10,Vegetarian,2.1,Low,84,263.66,42,66.03,70.32
U1677,22,Other,4.6,7,Non-Vegetarian,7.1,Low,288,231.66,44,57.18,57.11
U1678,51,Female,8.0,9,Vegetarian,4.0,Low,416,511.89,90,38.36,41.07
U1679,26,Male,8.7,9,Non-Vegetarian,4.7,Medium,148,447.04,66,52.88,49.85
U1680,55,Female,6.5,3,Non-Vegetarian,5.4,Medium,332,564.82,83,44.62,47.09
U1681,49,Male,8.2,9,Non-Vegetarian,1.3,Low,34,509.82,57,34.3,35.88
U1682,27,Female,4.8,9,Vegan,3.2,Low,75,361.8,77,58.5,59.44
U1683,29,Female,4.9,9,Non-Vegetarian,4.5,Low,31,254.64,70,71.99,76.72
U1684,52,Other,8.3,10,Non-Vegetarian,11.6,High,51,480.91,42,29.03,24.68
U1685,56,Female,4.6,10,Non-Vegetarian,1.1,Medium,287,314.17,63,65.95,60.96
U1686,35,Female,5.4,5,Non-Vegetarian,10.6,High,469,402.22,83,59.98,58.91
U1687,40,Male,5.5,5,Non-Vegetarian,3.4,Low,178,528.88,57,27.69,28.6
U1688,29,Male,7.4,5,Non-Vegetarian,9.7,Low,226,266.23,92,82.36,78.7
U1689,48,Male,8.4,8,Non-Vegetarian,11.8,Medium,429,580.9,62,13.7,9.27
U1690,28,Male,8.3,4,Non-Vegetarian,1.3,Low,101,340.31,77,81.41,84.44
U1691,51,Female,9.7,5,Non-Vegetarian,5.7,Low,316,288.32,92,87.48,82.73
U1692,44,Female,5.3,9,Non-Vegetarian,7.7,Low,92,492.02,88,36.21,33.84
U1693,38,Female,7.7,10,Non-Vegetarian,4.6,Medium,410,431.59,78,52.37,48.77
U1694,27,Male,5.1,5,Non-Vegetarian,6.7,Medium,210,283.62,53,70.18,69.79
U1695,30,Female,9.4,10,Non-Vegetarian,5.8,Low,289,402.59,46,35.22,32.11
U1696,42,Female,9.9,2,Non-Vegetarian,9.9,Medium,155,328.7,48,72.07,75.94
U1697,30,Female,4.5,10,Vegetarian,1.9,High,326,202.83,60,85.82,86.93
U1698,58,Female,9.1,3,Non-Vegetarian,1.2,Low,339,397.51,93,78.87,77.68
U1699,23,Male,6.8,8,Non-Vegetarian,2.0,Medium,237,440.04,75,59.02,59.48
U1700,52,Male,8.3,9,Vegetarian,5.7,Medium,354,465.87,91,55.83,60.13
U1701,45,Male,8.4,5,Non-Vegetarian,7.6,Low,482,426.72,55,37.14,34.84
U1702,37,Male,6.7,7,Non-Vegetarian,6.6,Low,483,288.47,78,65.76,66.35
U1703,37,Female,7.4,10,Vegan,3.9,Low,141,578.32,90,29.74,33.3
U1704,58,Male,4.9,8,Non-Vegetarian,8.5,Medium,356,450.5,86,46.85,43.37
U1705,21,Male,9.9,6,Non-Vegetarian,3.1,High,417,277.68,80,98.53,100.0
U1706,37,Female,9.7,9,Non-Vegetarian,2.6,Low,133,594.41,74,27.77,27.67
U1707,22,Male,9.9,10,Vegan,1.5,Low,331,432.32,82,54.88,58.48
U1708,39,Male,7.8,10,Vegetarian,6.8,Medium,272,413.0,90,61.13,56.55
U1709,41,Male,9.3,4,Vegetarian,9.2,Low,159,399.75,82,63.0,65.21
U1710,34,Male,6.2,7,Non-Vegetarian,2.9,Medium,303,562.11,41,19.8,16.93
U1711,22,Male,4.8,5,Non-Vegetarian,3.3,Medium,448,550.08,46,22.01,25.0
U1712,43,Male,4.8,5,Non-Vegetarian,7.5,Medium,48,501.25,44,30.85,28.31
U1713,53,Male,8.1,8,Vegetarian,4.7,Low,234,479.11,94,50.62,51.51
U1714,25,Male,10.0,9,Non-Vegetarian,10.7,High,379,449.61,50,38.44,42.1
U1715,26,Male,5.7,9,Vegetarian,3.4,Medium,278,473.58,57,37.31,39.33
U1716,34,Female,7.5,8,Vegan,3.8,Low,344,421.9,90,56.1,58.4
U1717,25,Female,8.8,10,Non-Vegetarian,5.0,High,58,401.67,53,58.5,60.59
U1718,22,Female,5.5,6,Non-Vegetarian,6.0,Medium,289,469.34,48,35.0,31.93
U1719,27,Male,7.4,3,Vegan,12.0,Low,491,410.22,65,40.11,35.78
U1720,31,Female,4.6,3,Vegetarian,2.0,Medium,465,533.7,74,43.95,44.97
U1721,44,Female,8.2,9,Vegan,6.7,Low,492,255.1,94,77.99,76.66
U1722,44,Female,7.2,9,Vegetarian,2.5,Medium,441,551.41,81,37.43,36.29
U1723,22,Male,4.5,6,Non-Vegetarian,6.1,High,386,220.4,82,94.4,97.72
U1724,32,Female,8.6,4,Vegan,11.1,Low,104,311.92,89,77.98,79.62
U1725,45,Male,7.4,8,Non-Vegetarian,8.4,High,423,380.2,43,45.87,50.02
U1726,22,Male,8.7,7,Non-Vegetarian,7.8,Medium,164,361.78,88,77.12,79.53
U1727,39,Female,7.4,10,Non-Vegetarian,3.8,Medium,476,341.52,92,73.66,70.64
U1728,29,Female,7.6,5,Non-Vegetarian,5.3,Low,313,547.78,44,16.69,13.49
U1729,59,Female,5.0,2,Non-Vegetarian,7.8,High,308,515.16,45,34.78,30.58
U1730,25,Female,5.4,7,Non-Vegetarian,2.2,Medium,476,455.03,60,43.14,43.19
U1731,18,Female,9.1,1,Vegan,10.8,Medium,89,316.35,63,82.0,86.6
U1732,52,Male,7.8,7,Vegetarian,4.3,High,5,231.74,92,100.0,96.33
U1733,33,Female,5.5,8,Vegan,1.9,Low,351,469.3,50,26.91,25.88
U1734,47,Male,7.9,4,Non-Vegetarian,8.6,Low,423,230.81,63,74.47,75.02
U1735,58,Female,9.1,2,Non-Vegetarian,2.7,Medium,403,310.41,48,79.35,79.07
U1736,27,Female,4.3,10,Vegetarian,2.1,Medium,167,244.86,80,86.3,86.24
U1737,51,Female,6.6,6,Non-Vegetarian,11.2,High,230,524.98,54,29.3,29.29
U1738,28,Other,9.0,4,Non-Vegetarian,6.8,High,229,433.45,47,56.48,60.04
U1739,37,Male,7.3,5,Non-Vegetarian,5.3,Medium,147,468.17,47,44.18,41.63
U1740,24,Male,6.0,8,Non-Vegetarian,4.3,High,448,245.33,93,96.2,98.82
U1741,38,Male,9.8,5,Non-Vegetarian,1.1,Low,490,279.3,80,86.6,89.33
U1742,28,Female,5.7,9,Non-Vegetarian,4.4,High,382,404.32,93,68.27,72.93
U1743,54,Female,7.3,6,Vegetarian,1.6,Medium,352,469.94,62,50.84,50.47
U1744,40,Female,9.8,6,Non-Vegetarian,8.6,Medium,249,246.82,45,76.08,76.12
U1745,48,Female,6.7,6,Non-Vegetarian,1.1,Medium,34,315.52,76,89.48,91.49
U1746,35,Female,9.2,7,Non-Vegetarian,6.1,Medium,4,225.05,62,93.66,97.93
U1747,41,Male,6.3,8,Vegetarian,11.4,Medium,126,274.39,91,81.75,77.67
U1748,39,Male,4.9,9,Vegetarian,9.5,Low,156,406.57,67,35.17,36.01
U1749,54,Male,5.7,5,Vegetarian,2.3,Low,29,411.81,50,48.73,45.43
U1750,18,Female,5.6,7,Non-Vegetarian,8.8,Low,14,545.37,98,36.83,37.26
U1751,23,Female,9.7,3,Vegan,8.8,Medium,195,256.36,64,90.57,93.93
U1752,55,Male,7.7,10,Non-Vegetarian,6.0,Low,277,459.1,79,38.84,42.02
U1753,46,Male,7.1,10,Vegetarian,3.7,Medium,21,466.03,55,43.06,42.23
U1754,28,Female,4.7,3,Non-Vegetarian,2.4,High,75,469.8,62,61.0,63.38
U1755,33,Female,5.5,3,Vegan,5.6,Low,276,222.61,55,76.48,80.44
U1756,23,Female,5.4,5,Non-Vegetarian,6.3,Medium,74,216.82,44,80.73,80.13
U1757,18,Male,6.2,2,Vegetarian,9.9,Medium,342,336.18,47,59.18,56.67
U1758,52,Female,6.8,2,Non-Vegetarian,10.1,Low,378,357.82,40,42.25,41.62
U1759,41,Female,4.9,2,Non-Vegetarian,4.8,High,161,232.2,77,100.0,100.0
U1760,55,Female,7.6,7,Non-Vegetarian,1.0,Low,112,408.79,73,60.83,57.91
U1761,20,Male,5.8,10,Non-Vegetarian,6.0,Medium,316,521.75,54,21.32,18.34
U1762,57,Female,7.5,1,Vegetarian,8.9,Medium,128,448.6,71,62.82,59.25
U1763,19,Female,7.6,7,Non-Vegetarian,10.7,Medium,381,253.02,64,72.36,69.46
U1764,32,Male,4.2,3,Non-Vegetarian,1.9,Medium,187,514.31,55,42.59,37.97
U1765,39,Male,5.9,6,Non-Vegetarian,1.6,Low,191,539.83,45,21.11,19.57
U1766,21,Male,5.3,4,Non-Vegetarian,2.4,Medium,233,263.83,52,81.37,83.97
U1767,41,Male,4.5,7,Non-Vegetarian,8.3,Low,12,479.58,92,43.38,47.8
